Namn,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Eli";17;13;30;15;13;14;9;10;8;10;7;7;6;7;11;10;6;9;7;15;12;14
"Eliana";.;.;.;.;.;.;.;.;..;5;6;6;.;11;16;10;18;23;19;20;22;32
"Elida";23;22;23;24;24;30;19;40;42;43;47;39;48;56;77;80;68;74;80;48;64;47
"Elin";73;80;68;51;57;49;39;29;39;36;20;22;26;26;26;33;24;19;32;23;25;25
"Elina";16;17;18;12;19;35;23;38;48;48;34;39;49;44;50;33;49;47;42;46;41;32
"Eline";154;164;160;151;148;158;132;151;167;161;156;175;168;170;179;141;171;149;160;147;119;132
"Elinor";5;5;7;.;.;.;7;.;.;6;6;6;.;.;5;8;8;10;12;4;10;7
"Elisa";7;20;29;24;30;32;19;26;35;28;22;18;31;32;35;25;24;30;27;29;26;20
"Elisabet";12;8;6;5;5;5;7;6;4;7;..;.;.;4;.;.;.;4;6;.;.;.
"Elisabeth";148;131;118;111;100;79;81;64;76;62;52;57;51;53;40;41;50;48;43;37;39;30
"Elise";227;223;209;238;220;239;217;213;219;189;194;207;192;195;204;141;177;138;164;137;113;80
"Eliza";.;8;6;6;.;5;9;5;5;12;8;17;11;9;17;8;9;10;10;12;13;9
"Elizabeth";6;9;10;20;12;7;11;8;4;12;..;12;16;10;14;9;8;15;14;11;11;12
"Ella";28;40;39;37;49;82;125;122;204;190;214;228;271;265;293;302;318;340;307;325;287;319
"Elle";4;6;5;5;.;7;.;5;8;10;12;8;10;7;12;12;6;11;7;9;11;12
"Ellen";55;78;50;45;36;49;36;40;40;35;32;51;31;29;27;33;20;37;33;36;35;29
"Ellie";.;.;.;.;.;.;.;6;.;6;.;7;16;21;17;28;38;76;77;96;105;115
"Ellinor";12;13;18;17;17;12;22;23;29;37;34;49;71;56;63;79;102;114;120;116;123;155
"Elly";.;.;.;.;.;4;4;..;.;.;6;7;5;7;5;4;12;11;7;10;10;11
"Elma";.;6;.;5;.;.;6;.;.;4;5;6;6;.;8;8;10;15;10;10;6;11
"Elna";.;.;.;.;.;.;.;.;.;.;.;.;.;.;4;.;.;.;.;4;.;.
"Elsa";.;8;6;..;14;13;9;16;18;14;16;14;16;14;22;31;45;47;41;28;39;39
"Else";10;10;7;10;13;.;9;5;6;8;8;11;12;17;10;16;11;12;17;21;15;15
"Else-Marie";.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
"Elsie";.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;5;.;6;.;.;4;.
"Elvira";10;5;5;.;8;4;7;5;33;31;43;69;54;48;67;61;78;76;55;52;47;58
"Elzbieta";.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
"Ema";5;.;.;.;..;7;15;5;5;5;5;10;13;5;5;11;7;14;18;23;5;12
"Embla";26;31;26;37;34;26;23;24;31;33;27;29;26;32;23;35;36;27;30;34;30;36
